,Unnamed: 0,Name,Style,StyleID,ABV,IBU,Color,Simple_style,Style_color,Style_ibu
4290,6188,Some Lager...  Perle,Classic American Pilsner,40,5.63,28.0,3.6,Pale Lager/Blonde Ale,1,1
14351,22258,Beerbarian,American Barleywine,5,8.04,100.0,8.2,Strong Ale,3,3
22660,35761,Inari  the Rice God,Double IPA,56,8.12,42.57,5.49,Pale Ale,2,5
12550,19366,Next beer,Southern English Brown,143,7.14,64.77,16.96,Brown Ale,4,2
22579,35646,Brown IPA / Chipolte Brown,American Brown Ale,6,8.05,58.84,28.6,Brown Ale,4,2
19311,30229,Talia's Eternally Pale Ale,Belgian Pale Ale,24,5.83,30.0,11.7,Pale Ale,2,5
38131,60834,Mulberry Stout,American Stout,12,8.77,62.09,41.55,Stout/Porter,5,4
23223,36672,Victory Pale Ale,American Pale Ale,10,6.11,51.28,8.25,Pale Ale,2,5
39655,63318,	Tempe Closet Oatmeal Milk Brown,British Brown Ale,34,5.17,25.86,21.16,Brown Ale,4,2
4591,6609,Milk choco stout,Sweet Stout,162,4.59,21.2,40.0,Stout/Porter,5,4
13761,21275,Red caramel,American Amber Ale,4,7.61,30.0,15.0,Pale Ale,2,5
27824,44167,IPL Brygg 43,International Pale Lager,90,6.02,28.0,5.69,Pale Lager/Blonde Ale,1,1
14530,22540,Top cutter clone #2,American IPA,7,7.97,75.88,6.32,Pale Ale,2,5
45618,73198,Et Tu  Bruce?,Belgian Golden Strong Ale,23,8.94,20.42,18.05,Strong Ale,3,3
24926,39457,Cacao stout,Oatmeal Stout,114,5.4,32.96,30.07,Stout/Porter,5,4
16970,26414,Urpilsener,German Pilsner (Pils),81,4.46,28.0,3.31,Pale Lager/Blonde Ale,1,1
6621,9849,SGT Session IPA,American IPA,7,4.49,44.97,5.05,Pale Ale,2,5
915,1251,Trois Pistoles clone,Belgian Dark Strong Ale,21,8.05,20.24,22.0,Strong Ale,3,3
972,1333,Gose,Berliner Weisse,27,4.73,15.3,4.05,Wheat,0,0
19427,30415,Thorin Oatenmealed Dark Ale,English Porter,66,4.95,28.15,28.78,Stout/Porter,5,4
34334,54737,Louise IPA,American IPA,7,6.74,72.88,9.23,Pale Ale,2,5
26254,41604,BB#80 Summer Warmer IPA,American IPA,7,6.23,61.89,10.76,Pale Ale,2,5
118,146,Erdinger clone,Weizen/Weissbier,170,4.14,16.71,3.66,Wheat,0,0
10548,16165,Margarita Gose,Berliner Weisse,27,4.29,7.71,3.22,Wheat,0,0
12801,19761,Dammit RyePA,Imperial IPA,86,8.22,68.1,8.32,Pale Ale,2,5
22881,36119,Long Live My Queen,American IPA,7,5.95,52.83,13.09,Pale Ale,2,5
20656,32424,Muscles from Brussels,Belgian Dubbel,22,8.54,49.25,22.0,Strong Ale,3,3
976,1337,MIRO 001,American Pale Ale,10,5.5,30.57,6.78,Pale Ale,2,5
37787,60267,001 - Weissbier #1,Weissbier,169,4.65,13.39,3.36,Wheat,0,0
29275,46480,Vesihiisi,Czech Premium Pale Lager,50,5.01,28.0,3.85,Pale Lager/Blonde Ale,1,1
43272,69344,Nicks ipa,American IPA,7,7.24,57.65,13.15,Pale Ale,2,5
17753,27660,IPA 9,American IPA,7,5.81,55.46,11.44,Pale Ale,2,5
2423,3435,BJCP championship IPA !!!! Grain 2nd Version...,American IPA,7,5.88,90.0,10.85,Pale Ale,2,5
4407,6360,Cottage House Saison Fuckup,Saison,134,5.68,38.64,5.0,Pale Ale,2,5
1689,2376,Hoppy Cream Ale,Cream Ale,45,5.88,28.0,3.26,Pale Lager/Blonde Ale,1,1
3411,4898,Jack's Abby Leisure Time Lager,Classic American Pilsner,40,4.76,11.07,3.54,Pale Lager/Blonde Ale,1,1
3133,4489,Chocolate Oatmeal Milk Stout,American Stout,12,3.92,30.84,41.0,Stout/Porter,5,4
1187,1651,Kroghs pilsner,Czech Premium Pale Lager,50,5.16,28.0,3.21,Pale Lager/Blonde Ale,1,1
16944,26368,Weiss - bio4,Weissbier,169,4.88,10.42,5.49,Wheat,0,0
36120,57601,Sm'Oaked Vanilla Stout,Imperial Stout,87,11.43,55.94,50.0,Stout/Porter,5,4
19083,29862,Easy peasy cream Ale,Cream Ale,45,3.91,16.46,2.5,Pale Lager/Blonde Ale,1,1
1144,1588,Centennial / Citra  IPA,American IPA,7,6.86,66.85,8.2,Pale Ale,2,5
19803,31025,Red Baron IPA,American IPA,7,7.48,90.0,6.91,Pale Ale,2,5
13635,21079,Maris otter - Citra SMASH,American Pale Ale,10,6.13,37.78,5.9,Pale Ale,2,5
33295,53073,Janets brown ale,American Brown Ale,6,7.55,64.35,19.71,Brown Ale,4,2
16383,25468,70 - BOHO Pilsener with Helga 30-10-16,International Pale Lager,90,5.57,19.24,6.0,Pale Lager/Blonde Ale,1,1
25137,39803,Cinnamon Pineapple Hefe,Weissbier,169,5.38,30.0,5.15,Wheat,0,0
32068,51131,Jillian's Left Hand (JLH),American IPA,7,10.12,85.55,8.26,Pale Ale,2,5
26587,42132,Op.11 Simcoe IPA,American IPA,7,6.0,56.46,7.02,Pale Ale,2,5
12587,19417,British American Black IPA,Foreign Extra Stout,72,7.07,90.0,50.0,Stout/Porter,5,4
29600,47004,Little sumpthins,American Pale Ale,10,7.02,87.51,15.0,Pale Ale,2,5
23655,37345,Sculpin Rye Grapefruit Testees,American IPA,7,7.42,43.62,6.34,Pale Ale,2,5
45961,73813,Old Army Pale Ale,American Pale Ale,10,5.76,47.31,7.79,Pale Ale,2,5
28606,45421,Gordinis rt,American Pale Ale,10,5.71,34.66,15.0,Pale Ale,2,5
34877,55614,America Stout,American Stout,12,5.11,71.32,28.44,Stout/Porter,5,4
28741,45642,Clash IPA,American IPA,7,6.48,42.17,5.0,Pale Ale,2,5
36079,57534,First Gose,Berliner Weisse,27,4.97,15.02,3.42,Wheat,0,0
22797,35983,White Whale Pale Ale 3,American Pale Ale,10,7.03,39.89,9.76,Pale Ale,2,5
31531,50236,Brondborstje,American Amber Ale,4,6.11,39.92,15.0,Pale Ale,2,5
4723,6814,Bakke Brygg Engelsk Golden Ale 20 l,Extra Special/Strong Bitter (ESB),68,4.94,34.27,5.25,Pale Ale,2,5
15063,23352,Rum a Tum Yum,American Stout,12,6.27,24.92,37.69,Stout/Porter,5,4
30768,48944,South Island Single,Belgian Pale Ale,24,5.45,30.0,6.91,Pale Ale,2,5
36428,58106,Peanut Butta Chocloate Time,Imperial Stout,87,9.57,75.29,50.0,Stout/Porter,5,4
11526,17759,Maarzen (Mocktoberfest),Oktoberfest/Märzen,115,5.31,24.23,6.0,Pale Lager/Blonde Ale,1,1
15692,24343,Springfield Red,American IPA,7,5.88,64.1,15.0,Pale Ale,2,5
44447,71297,Lager 1.0,Czech Premium Pale Lager,50,4.83,28.0,3.38,Pale Lager/Blonde Ale,1,1
9361,14278,Brown Dog India Pale Ale,English IPA,65,5.12,54.58,14.52,Pale Ale,2,5
15855,24607,Hyperius Dubbel,Belgian Dubbel,22,7.37,20.72,16.79,Strong Ale,3,3
25402,40237,Porky's 1,Robust Porter,129,6.12,31.14,50.0,Stout/Porter,5,4
11200,17260,Sanctification,Blonde Ale,30,6.4,26.59,4.29,Pale Lager/Blonde Ale,1,1
15218,23583,BBA,Belgian Blond Ale,20,6.3,27.43,5.73,Pale Lager/Blonde Ale,1,1
3717,5351,2015 - 5/3 - Sherlock's Burton Ale,Extra Special/Strong Bitter (ESB),68,5.07,38.99,13.95,Pale Ale,2,5
31643,50425,Atomic Dust,American IPA,7,6.56,79.12,10.58,Pale Ale,2,5
17528,27316,JD's 1 gal ESB,Extra Special/Strong Bitter (ESB),68,4.98,46.15,13.01,Pale Ale,2,5
42253,67584,Right in the kisser,American IPA,7,7.07,52.37,12.8,Pale Ale,2,5
21014,33002,Blue buckish,American Amber Ale,4,6.19,38.14,12.96,Pale Ale,2,5
20751,32583,B Ö L K O N G,American Pale Ale,10,6.67,55.81,8.12,Pale Ale,2,5
1158,1604,My Tripel 11/02/14,Belgian Tripel,26,8.51,30.69,5.0,Pale Ale,2,5
20778,32629,Alt?n Vuru? #1,American Brown Ale,6,4.43,24.6,30.01,Brown Ale,4,2
29225,46408,March 2017 - Weizen,Weizen/Weissbier,170,4.9,11.36,3.48,Wheat,0,0
42046,67247,Show Off That Gold,American Pale Ale,10,6.01,30.0,9.3,Pale Ale,2,5
33984,54167,Squeaking Vala Coconut Pineapple Saison,Saison,134,5.84,35.3,5.77,Pale Ale,2,5
43457,69647,Carolina 10 gallon Backcut,American Porter,11,6.56,71.54,23.36,Stout/Porter,5,4
13853,21430,Superfluous Syllable,American IPA,7,8.16,41.15,5.0,Pale Ale,2,5
9494,14512,Kasta2,American Light Lager,9,4.67,23.31,6.0,Pale Lager/Blonde Ale,1,1
39671,63356,Sitrus sloppur,Witbier,175,4.07,24.32,3.41,Wheat,0,0
28504,45266,Africa St,Imperial Stout,87,9.27,36.57,40.0,Stout/Porter,5,4
6331,9367,Passionfruit  Golden Ale,American Pale Ale,10,5.31,44.6,9.07,Pale Ale,2,5
8456,12818,Hoppy Burt  2,American IPA,7,7.01,81.26,8.8,Pale Ale,2,5
24122,38134,Golden ALe,American Pale Ale,10,5.08,40.29,7.71,Pale Ale,2,5
10948,16820,Texas Chipolte Amber,American Amber Ale,4,5.99,30.0,15.0,Pale Ale,2,5
20266,31805,EXTRACT + WHIRLPOOL + Magnum + Cascade,American IPA,7,6.99,53.27,13.08,Pale Ale,2,5
43641,69952,Piney pale ale (Raphaela's Birthday),American Pale Ale,10,4.43,30.4,6.17,Pale Ale,2,5
3920,5671,NZ pilsner,Bohemian Pilsener,31,4.63,21.47,2.89,Pale Lager/Blonde Ale,1,1
28608,45424,Sippity Doo Dah,American IPA,7,8.05,57.32,8.01,Pale Ale,2,5
15820,24545,Autumn Amber Ale,American Amber Ale,4,4.71,30.0,11.51,Pale Ale,2,5
1867,2629,She's not Hefe She's my Weizen,Weizen/Weissbier,170,5.73,30.0,5.44,Wheat,0,0
3872,5591,Kjeller 5 Vienna Lager 25l,Vienna Lager,167,5.36,20.92,6.0,Pale Lager/Blonde Ale,1,1
43222,69263,Bloody Lip IPA,American IPA,7,7.27,71.59,15.0,Pale Ale,2,5
11298,17418,Voeha Wit,Witbier,175,5.02,18.51,3.42,Wheat,0,0
21191,33281,Left hand clone,Sweet Stout,162,5.87,22.4,38.21,Stout/Porter,5,4
15383,23860,Guvacoco,American Wheat or Rye Beer,15,5.16,13.5,3.34,Wheat,0,0
3680,5292,N7.7,Double IPA,56,7.77,54.09,12.41,Pale Ale,2,5
26402,41832,Imperial Nut Brown Maple Chai,British Brown Ale,34,11.55,70.57,30.85,Brown Ale,4,2
15730,24396,Honey Moon Saison,Saison,134,7.22,30.0,5.0,Pale Ale,2,5
43005,68901,Allemanys American Wheat,American Wheat Beer,14,5.47,23.86,4.12,Wheat,0,0
20556,32257,Cobbler Aussie IPA - V for Vicco 2.0,American IPA,7,6.88,52.48,8.14,Pale Ale,2,5
11651,17966,Simarillo Pale,American IPA,7,6.19,41.49,6.73,Pale Ale,2,5
23987,37914,Mindchanger I (Mosaic),American Pale Ale,10,5.38,55.87,5.0,Pale Ale,2,5
8506,12891,???APA,American Pale Ale,10,6.86,40.09,6.0,Pale Ale,2,5
17424,27153,Basic ale,American Pale Ale,10,4.98,45.19,7.43,Pale Ale,2,5
34496,54991,German pilz extract,German Pils,80,4.92,28.0,3.85,Pale Lager/Blonde Ale,1,1
33850,53957,Trillium Fort Point,Blonde Ale,30,6.4,28.0,6.0,Pale Lager/Blonde Ale,1,1
18936,29608,Scotch,Strong Scotch Ale,160,7.49,23.71,21.48,Strong Ale,3,3
15405,23893,BadAssBrown,Southern English Brown,143,5.0,15.71,24.41,Brown Ale,4,2
5318,7754,Spetakkel,American Barleywine,5,10.48,87.0,21.43,Strong Ale,3,3
40276,64355,#027 PINKMAGGIT Brewing Geocentric Theory...,American IPA,7,6.74,61.67,5.77,Pale Ale,2,5
31560,50288,Mango-Lasi-Saison,Saison,134,4.98,30.0,8.71,Pale Ale,2,5
16013,24862,Winter light,Ordinary Bitter,118,3.36,36.8,8.79,Pale Ale,2,5
2660,3794,Wild Women India Pale Ale,American IPA,7,4.97,70.83,5.32,Pale Ale,2,5
27620,43825,BossMoon,Weissbier,169,5.61,25.55,5.3,Wheat,0,0
33640,53629,Extract Hefeweizen,Weissbier,169,5.85,16.65,4.1,Wheat,0,0
4205,6058,Samurai,Witbier,175,4.88,15.75,3.91,Wheat,0,0
38059,60726,Blanche The Lady Bear,Saison,134,5.86,30.0,6.96,Pale Ale,2,5
25452,40329,Best Geff Ale,Ordinary Bitter,118,1.78,30.0,15.0,Pale Ale,2,5
19439,30435,New 3 Hop IPA,American IPA,7,8.6,40.32,9.54,Pale Ale,2,5
41433,66242,Tradtional Wit,Witbier,175,4.68,17.46,3.93,Wheat,0,0
21414,33663,Grape fruit pale ale,American Pale Ale,10,5.31,30.88,5.0,Pale Ale,2,5
31983,50974,Yakima Valley Test - Exp Stonefruit,American Pale Ale,10,5.28,42.13,5.85,Pale Ale,2,5
15844,24587,8 bit zombie pale ale,American IPA,7,6.09,48.09,8.82,Pale Ale,2,5
12565,19384,BAF IX,American IPA,7,6.72,90.0,5.0,Pale Ale,2,5
29169,46318,Brave New World APA #1,American Pale Ale,10,5.44,90.0,9.28,Pale Ale,2,5
24794,39240,DugBrew Donkey Kong APA 17 litre 14/8/17,American Pale Ale,10,5.07,42.28,5.94,Pale Ale,2,5
35431,56519,Cacao de la Malinche Stout,American Stout,12,8.54,67.23,48.14,Stout/Porter,5,4
16509,25687,Please,German Pilsner (Pils),81,4.76,28.0,3.52,Pale Lager/Blonde Ale,1,1
26268,41622,Cascade Single Hop Ale,American Light Lager,9,5.04,28.0,5.15,Pale Lager/Blonde Ale,1,1
3728,5365,Wheat Hefeweizen,American Wheat or Rye Beer,15,3.83,23.5,3.21,Wheat,0,0
26142,41422,All Grain:  Pale Ale w fresh hops (Cascade/N...,American Pale Ale,10,5.74,50.81,5.0,Pale Ale,2,5
2966,4238,Coconut Coffee Porter w/Macadamia Nuts,Robust Porter,129,8.21,41.09,41.15,Stout/Porter,5,4
12132,18719,Vanilla Bean Porter,American Porter,11,5.38,32.45,35.49,Stout/Porter,5,4
14809,22974,BRUH,Northern English Brown,113,4.6,28.53,19.25,Brown Ale,4,2
28063,44544,Barleywine #1,American Barleywine,5,10.35,100.0,12.63,Strong Ale,3,3
14975,23225,Haddland småbryggarlag Kølsch 2,Kölsch,94,5.18,27.0,4.17,Pale Lager/Blonde Ale,1,1
14661,22742,Milk Tray Man,Sweet Stout,162,5.14,25.66,32.47,Stout/Porter,5,4
24515,38779,Quasimodo,American IPA,7,5.99,65.72,12.49,Pale Ale,2,5
27182,43093,Høstpils,German Pilsner (Pils),81,5.84,27.12,3.5,Pale Lager/Blonde Ale,1,1
743,1008,Shadowgang - Rye German Porter,Robust Porter,129,5.34,29.84,40.0,Stout/Porter,5,4
40934,65424,Angry Windsor,British Brown Ale,34,4.36,20.2,19.57,Brown Ale,4,2
16439,25573,White Ipa,American IPA,7,8.28,68.29,6.07,Pale Ale,2,5
28983,46032,SMASH Equinox-Munich (66),American Amber Ale,4,5.53,41.37,10.72,Pale Ale,2,5
11400,17578,Torpedo IPA Clone,American IPA,7,7.24,84.48,8.24,Pale Ale,2,5
16434,25563,ACC IPA,American IPA,7,6.61,79.42,6.33,Pale Ale,2,5
13031,20130,TBM Swean Malt Test,Blonde Ale,30,5.43,20.34,3.86,Pale Lager/Blonde Ale,1,1
807,1095,Pilsner 20L (Speidel Braumeister),German Pilsner (Pils),81,5.92,12.83,3.13,Pale Lager/Blonde Ale,1,1
22290,35155,SchuBrew Bitter,Strong Bitter,159,5.2,54.74,9.46,Pale Ale,2,5
11702,18042,GAB'S Barley Wine,American Barleywine,5,12.07,100.0,22.0,Strong Ale,3,3
36603,58364,Gallagher SMaSH,Blonde Ale,30,4.94,15.02,3.08,Pale Lager/Blonde Ale,1,1
6516,9685,Cherry Milk Stout,American Stout,12,6.5,72.02,50.0,Stout/Porter,5,4
42067,67280,Birarzu Yellow Submarine,Belgian Pale Ale,24,4.91,30.69,5.0,Pale Ale,2,5
15495,24038,Brew 03 Tiny Hoporo IPA,American IPA,7,4.82,64.59,5.0,Pale Ale,2,5
7290,10943,Crags Ale - 30l,Best Bitter,28,4.29,33.29,8.56,Pale Ale,2,5
11307,17430,Gruppy's IPA,American IPA,7,7.15,61.31,5.0,Pale Ale,2,5
16515,25699,Rebel IPA Clone,American IPA,7,7.19,37.7,10.94,Pale Ale,2,5
8041,12163,Sweet Stout Syndicate,Sweet Stout,162,6.65,30.71,50.0,Stout/Porter,5,4
21780,34273,The Imperial Peanut,Imperial Stout,87,8.32,89.1,50.0,Stout/Porter,5,4
13071,20186,Red IPA Tap Room,American IPA,7,3.28,90.0,15.0,Pale Ale,2,5
5868,8650,Straight Extract & Dry Yeast #1,Imperial IPA,86,7.77,90.0,5.64,Pale Ale,2,5
28008,44450,India Rye Lager 2,Premium American Lager,124,5.34,28.0,4.41,Pale Lager/Blonde Ale,1,1
25776,40852,Utinni!,Blonde Ale,30,4.85,28.0,4.89,Pale Lager/Blonde Ale,1,1
32156,51275,Czech Premium,Czech Premium Pale Lager,50,5.65,28.0,3.61,Pale Lager/Blonde Ale,1,1
7021,10506,Sweet Grass IPA,American IPA,7,5.53,63.0,9.31,Pale Ale,2,5
20325,31889,Christmas NZ Pale Ale,American Pale Ale,10,6.13,45.63,13.14,Pale Ale,2,5
20753,32586,BB#50 Imperial IPA,Imperial IPA,86,8.26,79.5,11.17,Pale Ale,2,5
36366,58000,New England PA,American Pale Ale,10,7.2,30.0,6.74,Pale Ale,2,5
95,115,Bakke Brygg American IPA 40 l,American IPA,7,6.88,65.04,6.75,Pale Ale,2,5
6279,9288,AHS Cannonball stout,Russian Imperial Stout,132,9.32,90.0,40.0,Stout/Porter,5,4
9796,15012,Proper Job,English IPA,65,5.89,57.74,5.93,Pale Ale,2,5
34005,54201,Founders Kentucky Breakfast Stout Clone,Imperial Stout,87,10.73,56.21,50.0,Stout/Porter,5,4
12934,19968,Pale Ale Floyd - The Division Belma,American Pale Ale,10,5.99,37.49,7.75,Pale Ale,2,5
29760,47277,HONEY WHEAT ALE /ALTAR DE ORO,Belgian Pale Ale,24,3.09,30.0,5.0,Pale Ale,2,5
30858,49089,SchwarzKölsch,Schwarzbier,135,5.07,21.41,33.42,Stout/Porter,5,4
45486,72971,Galaxy Pacific Ale,American Pale Ale,10,5.03,34.82,6.66,Pale Ale,2,5
16756,26077,Homlepoml,English IPA,65,4.28,30.0,7.79,Pale Ale,2,5
29617,47031,Cigarettes and Chocolate Milk,Sweet Stout,162,5.17,18.78,50.0,Stout/Porter,5,4
16161,25107,Donkerwit,Witbier,175,3.73,30.0,3.08,Wheat,0,0
1268,1769,Neck Oil Clone,American Pale Ale,10,4.71,35.54,7.88,Pale Ale,2,5
30509,48514,Vienna III,Vienna Lager,167,5.03,26.86,5.33,Pale Lager/Blonde Ale,1,1
5725,8431,Brewer's Best Belgian IPA,American IPA,7,5.84,52.44,5.52,Pale Ale,2,5
17346,27032,Hop Hog Clone (2),American Pale Ale,10,5.12,73.28,8.66,Pale Ale,2,5
31517,50213,Sporsheim Saison,Belgian Blond Ale,20,5.51,23.56,4.11,Pale Lager/Blonde Ale,1,1
3094,4429,Zwickel Lager,Kellerbier: Pale Kellerbier,96,5.23,19.89,4.24,Pale Lager/Blonde Ale,1,1
12952,19997,Mørk Dobbel IPA,Imperial IPA,86,7.98,90.0,15.0,Pale Ale,2,5
44832,71898,MÄGA,Strong Bitter,159,4.97,41.86,12.65,Pale Ale,2,5
31775,50642,RIS repair,English Barleywine,63,11.27,74.72,22.0,Strong Ale,3,3
41143,65751,Lebkuchen American Porter,American Porter,11,5.64,28.59,29.65,Stout/Porter,5,4
19940,31240,FLYING SENTRY,American Brown Ale,6,5.7,28.22,22.28,Brown Ale,4,2
23192,36619,Saison FDM,Saison,134,6.64,30.0,7.68,Pale Ale,2,5
25871,40991,Octoberfest IPA,Double IPA,56,9.13,66.35,11.17,Pale Ale,2,5
43852,70301,Ipa 2018,American IPA,7,6.67,54.34,10.37,Pale Ale,2,5
40157,64161,Special Sauce Chocolate porter,American Porter,11,4.88,37.75,24.06,Stout/Porter,5,4
25647,40646,ALLTHEHOPS!!! NE IPA V1.4,American IPA,7,6.14,50.42,8.05,Pale Ale,2,5
15900,24695,Belgium Tripel Casabirrificio Co&Co,Belgian Tripel,26,8.06,30.0,5.0,Pale Ale,2,5
23742,37498,Torpedo Extra (64) Sun 29 Nov 15 Dave B,American IPA,7,7.12,59.2,14.23,Pale Ale,2,5
11012,16933,Czar's Revenge Russian Imperial Stout,Russian Imperial Stout,132,8.95,90.0,50.0,Stout/Porter,5,4
6103,9021,Vienna Ale - Single Mosaic,American Pale Ale,10,4.82,31.6,6.48,Pale Ale,2,5
38470,61391,Pale Ale 07/17,American Pale Ale,10,5.18,30.0,5.0,Pale Ale,2,5
32814,52315,Adjunct City,Saison,134,4.31,40.43,5.0,Pale Ale,2,5
45133,72376,Stone Valley Saison,Saison,134,5.54,30.0,5.0,Pale Ale,2,5
31524,50223,Work in progress Neipa,American IPA,7,5.36,34.98,5.0,Pale Ale,2,5
14332,22230,DIY Punk IPA,Strong Bitter,159,6.14,72.76,8.26,Pale Ale,2,5
38266,61061,Citra & Galaxy IPA,American IPA,7,7.01,90.0,7.07,Pale Ale,2,5
16215,25187,American-Style India Pale Ale,American IPA,7,6.84,59.99,10.01,Pale Ale,2,5
42692,68334,Hoppy Sasion,Saison,134,6.02,38.33,5.0,Pale Ale,2,5
38480,61402,Barefoot Reality Czech - DIY BrewHouse,Czech Premium Pale Lager,50,4.89,28.0,3.85,Pale Lager/Blonde Ale,1,1
35896,57249,Pale ale américaine,American Wheat Beer,14,5.98,21.24,5.58,Wheat,0,0
4874,7060,Cascade American Pale Ale,American Pale Ale,10,5.1,38.49,5.0,Pale Ale,2,5
27707,43957,Xie's S03 #28 - Brits Brown,British Brown Ale,34,5.16,20.28,16.41,Brown Ale,4,2
8828,13413,Brown Betty,American Brown Ale,6,7.16,31.92,17.69,Brown Ale,4,2
8810,13381,1 gallon Brown ale,American Brown Ale,6,5.5,20.52,24.91,Brown Ale,4,2
19005,29720,Don Rodrigues Weiss,Weizen/Weissbier,170,6.72,16.25,3.44,Wheat,0,0
8645,13110,Summer #02 - Juicy (AG),Saison,134,6.11,37.29,7.01,Pale Ale,2,5
30451,48418,Speicherstout,Foreign Extra Stout,72,5.79,30.85,36.29,Stout/Porter,5,4
15891,24674,Boom goes the dynamite,Dry Stout,58,3.81,18.0,36.13,Stout/Porter,5,4
30968,49262,Tessellations,American Pale Ale,10,5.36,36.45,7.33,Pale Ale,2,5
32689,52114,Bramling Cross Oatmeal Pale Ale,British Golden Ale,35,5.81,28.0,4.87,Pale Lager/Blonde Ale,1,1
39720,63435,Yeast experiment,American Pale Ale,10,4.77,44.51,6.43,Pale Ale,2,5
33254,53003,Cebula,American IPA,7,4.96,40.02,5.0,Pale Ale,2,5
41461,66290,3 Wisemen Barleywine,American Barleywine,5,9.04,100.0,22.0,Strong Ale,3,3
29060,46157,Half Dead Guy,American Light Lager,9,3.61,28.0,6.0,Pale Lager/Blonde Ale,1,1
14477,22450,Noogman 100% Brett IPA,Specialty IPA: Belgian IPA,147,9.2,93.42,5.31,Pale Ale,2,5
3582,5150,Duke St Kings Kölsch,Kölsch,94,4.57,28.0,3.52,Pale Lager/Blonde Ale,1,1
34127,54405,Lira de Dublin,Irish Stout,93,4.42,31.88,26.83,Stout/Porter,5,4
28905,45916,Session pale ale,American Light Lager,9,4.35,28.0,6.0,Pale Lager/Blonde Ale,1,1
25337,40129,Rustic Blonde,Belgian Blond Ale,20,5.91,22.24,6.0,Pale Lager/Blonde Ale,1,1
15687,24336,Hoppy AMerican Wheat,American Wheat Beer,14,5.48,30.0,5.89,Wheat,0,0
3295,4738,Tyler's Juniper IPA,American IPA,7,6.6,58.43,12.5,Pale Ale,2,5
43025,68931,Nörden Bräu Breakfast Støut,Oatmeal Stout,114,5.53,39.03,38.81,Stout/Porter,5,4
20785,32641,Dollar's Cream ale,Cream Ale,45,5.48,24.24,4.37,Pale Lager/Blonde Ale,1,1
10502,16086,Lil' Lady in Red Rye PA,Imperial IPA,86,7.74,90.0,15.0,Pale Ale,2,5
31197,49667,Cynic riff,Saison,134,5.96,33.48,8.06,Pale Ale,2,5
2403,3406,River Widow Stout,Oatmeal Stout,114,8.3,29.0,40.0,Stout/Porter,5,4
15548,24133,Cookie Wookie,Russian Imperial Stout,132,8.21,60.97,38.35,Stout/Porter,5,4
22093,34822,8) Belgian NEIPA,American IPA,7,6.42,40.79,5.0,Pale Ale,2,5
7300,10964,Pilsnear,Classic American Pilsner,40,4.62,26.54,3.24,Pale Lager/Blonde Ale,1,1
9070,13797,80 Acre Hoppy Wheat Clone,American Wheat or Rye Beer,15,5.43,23.77,3.95,Wheat,0,0
8126,12299,Its On! Saison!,Saison,134,6.19,31.11,5.0,Pale Ale,2,5
30804,49006,Winter Brown Ale,American Brown Ale,6,4.95,35.39,37.02,Brown Ale,4,2
5835,8601,Tropic King,Saison,134,6.8,30.63,5.84,Pale Ale,2,5
21830,34359,Crabby mayson 2016,Saison,134,5.97,33.58,11.59,Pale Ale,2,5
18493,28911,My Two Girls Lager,American Light Lager,9,2.84,12.47,3.31,Pale Lager/Blonde Ale,1,1
17170,26752,APA do KK,American Pale Ale,10,5.45,30.79,7.39,Pale Ale,2,5
9069,13795,GPA,English IPA,65,5.09,38.21,5.69,Pale Ale,2,5
4786,6919,Lilikoi Blonde,Blonde Ale,30,5.74,23.93,6.0,Pale Lager/Blonde Ale,1,1
26951,42718,Saison du Bicarbonate,Saison,134,4.7,31.2,5.0,Pale Ale,2,5
19329,30254,Pale ale - Centennial  Ahtanum  Amorillo,American Pale Ale,10,5.46,42.9,7.49,Pale Ale,2,5
410,542,Stone Brewing Co. - Stone IPA Clone,American IPA,7,7.09,90.0,6.1,Pale Ale,2,5
12091,18648,Roger Leskeland,Saison,134,5.07,30.0,5.0,Pale Ale,2,5
22933,36201,Thelonious Brothers,Belgian Dubbel,22,6.53,23.91,14.71,Strong Ale,3,3
39174,62528,Hop Hammer DIPA,American IPA,7,7.56,66.42,8.34,Pale Ale,2,5
14230,22049,CCC IPA,English IPA,65,6.18,54.28,6.34,Pale Ale,2,5
42257,67590,Session IPA #4,American IPA,7,3.8,43.83,6.35,Pale Ale,2,5
38023,60666,Merideth's Guava IPA,American IPA,7,6.42,96.03,5.0,Pale Ale,2,5
18573,29033,Single-hop Citra Double IPA,Double IPA,56,8.95,90.0,6.3,Pale Ale,2,5
38050,60712,Free Hugs,American Amber Ale,4,4.58,50.5,10.25,Pale Ale,2,5
14679,22769,Baby Bird IPA,American IPA,7,6.8,80.89,5.65,Pale Ale,2,5
42546,68085,Imperial Pumpkin Ale,Cream Ale,45,6.4,28.0,6.0,Pale Lager/Blonde Ale,1,1
2816,4034,PopsAbadia (Leffe Brune Clone),Belgian Dubbel,22,6.54,24.33,14.75,Strong Ale,3,3
24425,38630,Doc's Summer Blonde,Blonde Ale,30,5.13,23.08,5.93,Pale Lager/Blonde Ale,1,1
13049,20158,Double Centennial IPA,American IPA,7,7.63,90.0,9.68,Pale Ale,2,5
16074,24961,ENGLISH TROPICAL DAY 14° IPA,English IPA,65,5.8,45.94,5.67,Pale Ale,2,5
40186,64206,Left Overs Brew,American Amber Ale,4,5.96,47.94,13.27,Pale Ale,2,5
30332,48238,Lonely summer,Weissbier,169,4.93,28.7,4.23,Wheat,0,0
